county,year,quarter,ordinary_osr_target,fif_aia_target,total_revenue_target,osr_actual_realised,fif_aia_actual,actual_revenue,performance_percent
baringo,2014_15,01,,,255800000.0,,,72859999.0,28.48318960125098
bomet,2014_15,01,,,239046286.0,,,36431865.0,15.240506602139806
bungoma,2014_15,01,,,1075035502.0,,,75811736.0,7.052021617793977
busia,2014_15,01,,,324945073.0,,,72432967.0,22.290834057360826
elgeyo marakwet,2014_15,01,,,132023379.0,,,23059797.0,17.466449635408893
embu,2014_15,01,,,748000000.0,,,81315514.0,10.871058021390374
garissa,2014_15,01,,,700000000.0,,,26077833.0,3.7254047142857143
homa bay,2014_15,01,,,153687573.0,,,31889274.0,20.749416089744617
isiolo,2014_15,01,,,452699367.0,,,49903138.0,11.023460962780627
kajiado,2014_15,01,,,959045150.0,,,112293534.0,11.70888920088903
kakamega,2014_15,01,,,903537623.0,,,144832562.0,16.029499858469094
kericho,2014_15,01,,,383435490.0,,,67326982.0,17.55888115625395
kiambu,2014_15,01,,,3263234585.0,,,407222159.0,12.479095461658329
kilifi,2014_15,01,,,1000000000.0,,,103040581.0,10.3040581
kirinyaga,2014_15,01,,,422454650.0,,,49515000.0,11.720784704346372
kisii,2014_15,01,,,630000000.0,,,64732629.0,10.275020476190475
kisumu,2014_15,01,,,1500000000.0,,,179913944.0,11.994262933333333
kitui,2014_15,01,,,650000000.0,,,72108100.0,11.093553846153846
kwale,2014_15,01,,,500000000.0,,,56613666.0,11.3227332
laikipia,2014_15,01,,,400000000.0,,,51378961.0,12.844740250000001
lamu,2014_15,01,,,65740000.0,,,5008154.0,7.618122908427137
machakos,2014_15,01,,,2850000000.0,,,353464417.0,12.402260245614036
makueni,2014_15,01,,,230000000.0,,,51802993.0,22.523040434782608
mandera,2014_15,01,,,251285781.0,,,18993910.0,7.558688726601686
marsabit,2014_15,01,,,48400000.0,,,22888544.0,47.29038016528926
meru,2014_15,01,,,588038730.0,,,106009947.0,18.02771511325453
migori,2014_15,01,,,500000000.0,,,86593618.0,17.3187236
mombasa,2014_15,01,,,5121608017.0,,,319999583.0,6.248029562938729
muranga,2014_15,01,,,800000000.0,,,107394856.0,13.424357
nairobi city,2014_15,01,,,13323722061.0,,,1781747512.0,13.372746022790217
nakuru,2014_15,01,,,2755924489.0,,,461938285.0,16.761645206310295
nandi,2014_15,01,,,456070000.0,,,99558564.0,21.829667375622165
narok,2014_15,01,,,3366157146.0,,,725955853.0,21.566309043612307
nyamira,2014_15,01,,,219053554.0,,,23244966.0,10.611544791462274
nyandarua,2014_15,01,,,200000000.0,,,26862669.0,13.4313345
nyeri,2014_15,01,,,1343926804.0,,,89680222.0,6.6729989857394045
samburu,2014_15,01,,,406550140.0,,,90365678.0,22.227437432440684
siaya,2014_15,01,,,301530027.0,,,36095500.0,11.970781271478478
taita taveta,2014_15,01,,,521830636.0,,,56016258.0,10.73456676085227
tana river,2014_15,01,,,120000000.0,,,5331796.0,4.443163333333333
tharaka nithi,2014_15,01,,,250000000.0,,,30794708.0,12.3178832
trans nzoia,2014_15,01,,,385000000.0,,,34696804.0,9.012156883116882
turkana,2014_15,01,,,110000000.0,,,34258055.0,31.143686363636363
uasin gishu,2014_15,01,,,890000000.0,,,180863186.0,20.32170629213483
vihiga,2014_15,01,,,377743491.0,,,25585989.0,6.7733765397958905
wajir,2014_15,01,,,105136917.0,,,20757750.0,19.743540701312366
west pokot,2014_15,01,,,96197480.0,,,22314108.0,23.196146094471498
baringo,2014_15,02,,,255800000.0,,,117642677.0,45.9901004691165
bomet,2014_15,02,,,239046286.0,,,61923865.0,25.90455013385985
bungoma,2014_15,02,,,1075035502.0,,,147820416.0,13.75028226742227
busia,2014_15,02,,,324945073.0,,,135638421.0,41.74195341623167
elgeyo marakwet,2014_15,02,,,132023379.0,,,46182656.0,34.980665053270606
embu,2014_15,02,,,748000000.0,,,149859098.0,20.034638770053476
garissa,2014_15,02,,,700000000.0,,,68579445.0,9.797063571428572
homa bay,2014_15,02,,,153687573.0,,,64995711.0,42.290804475128255
isiolo,2014_15,02,,,452699367.0,,,79621869.0,17.588243943800347
kajiado,2014_15,02,,,959045150.0,,,236416534.0,24.65124128931782
kakamega,2014_15,02,,,903537623.0,,,247733811.0,27.418206469084687
kericho,2014_15,02,,,383435490.0,,,135721684.0,35.39622375591785
kiambu,2014_15,02,,,3263234585.0,,,783181878.0,24.00017092243462
kilifi,2014_15,02,,,1000000000.0,,,209816593.0,20.9816593
kirinyaga,2014_15,02,,,422454650.0,,,114296751.0,27.055389495653557
kisii,2014_15,02,,,630000000.0,,,127795001.0,20.284920793650794
kisumu,2014_15,02,,,1500000000.0,,,442915437.0,29.527695799999996
kitui,2014_15,02,,,650000000.0,,,135576657.0,20.85794723076923
kwale,2014_15,02,,,500000000.0,,,96624199.0,19.3248398
laikipia,2014_15,02,,,400000000.0,,,100823006.0,25.2057515
lamu,2014_15,02,,,65740000.0,,,14677817.0,22.32707179799209
machakos,2014_15,02,,,2850000000.0,,,614459797.0,21.559992877192983
makueni,2014_15,02,,,230000000.0,,,86789395.0,37.73451956521739
mandera,2014_15,02,,,251285781.0,,,37908824.0,15.085940736137394
marsabit,2014_15,02,,,48400000.0,,,42301616.0,87.40003305785125
meru,2014_15,02,,,588038730.0,,,196331657.0,33.38753843645639
migori,2014_15,02,,,500000000.0,,,140244529.0,28.0489058
mombasa,2014_15,02,,,5121608017.0,,,738828416.0,14.425711876965769
muranga,2014_15,02,,,800000000.0,,,207439286.0,25.92991075
nairobi city,2014_15,02,,,13323722061.0,,,4323283867.0,32.44801900855263
nakuru,2014_15,02,,,2755924489.0,,,895574847.0,32.49634924957481
nandi,2014_15,02,,,456070000.0,,,181615826.0,39.82191900366172
narok,2014_15,02,,,3366157146.0,,,1215679912.0,36.11477002624761
nyamira,2014_15,02,,,219053554.0,,,50976102.0,23.27106822471367
nyandarua,2014_15,02,,,200000000.0,,,51875916.0,25.937958
nyeri,2014_15,02,,,1343926804.0,,,268144538.0,19.952317135271603
samburu,2014_15,02,,,406550140.0,,,120644481.0,29.67517881066281
siaya,2014_15,02,,,301530027.0,,,60737313.0,20.143039684734283
taita taveta,2014_15,02,,,521830636.0,,,92680109.0,17.760572608466017
tana river,2014_15,02,,,120000000.0,,,8912841.0,7.4273675
tharaka nithi,2014_15,02,,,250000000.0,,,57709984.0,23.0839936
trans nzoia,2014_15,02,,,385000000.0,,,62059347.0,16.11931090909091
turkana,2014_15,02,,,110000000.0,,,63793993.0,57.99453909090909
uasin gishu,2014_15,02,,,890000000.0,,,293546021.0,32.98269898876405
vihiga,2014_15,02,,,377743491.0,,,48670821.0,12.884622014572317
wajir,2014_15,02,,,105136917.0,,,46740249.0,44.456552782501696
west pokot,2014_15,02,,,96197480.0,,,48175498.0,50.079792110978374
baringo,2014_15,03,,,255800000.0,,,181247231.0,70.85505512118843
bomet,2014_15,03,,,239046286.0,,,131248718.0,54.90514836946683
bungoma,2014_15,03,,,1075035502.0,,,304704321.0,28.34365194759866
busia,2014_15,03,,,324945073.0,,,221124352.0,68.04976298255798
elgeyo marakwet,2014_15,03,,,132023379.0,,,75418601.0,57.12518613843386
embu,2014_15,03,,,748000000.0,,,291221435.0,38.93334692513369
garissa,2014_15,03,,,700000000.0,,,107662773.0,15.380396142857142
homa bay,2014_15,03,,,153687573.0,,,113713969.0,73.99034728722016
isiolo,2014_15,03,,,452699367.0,,,108486949.0,23.96445785178224
kajiado,2014_15,03,,,959045150.0,,,552902940.0,57.65139837264179
kakamega,2014_15,03,,,903537623.0,,,373947190.0,41.387008186597676
kericho,2014_15,03,,,383435490.0,,,273516167.0,71.33303362190078
kiambu,2014_15,03,,,3263234585.0,,,1464281191.0,44.87207869550083
kilifi,2014_15,03,,,1000000000.0,,,428170479.0,42.8170479
kirinyaga,2014_15,03,,,422454650.0,,,238617611.0,56.48360386138489
kisii,2014_15,03,,,630000000.0,,,227136722.0,36.053447936507936
kisumu,2014_15,03,,,1500000000.0,,,759100620.0,50.606708
kitui,2014_15,03,,,650000000.0,,,210289752.0,32.352269538461535
kwale,2014_15,03,,,500000000.0,,,178261814.0,35.6523628
laikipia,2014_15,03,,,400000000.0,,,222449349.0,55.612337249999996
lamu,2014_15,03,,,65740000.0,,,43494802.0,66.16185275327045
machakos,2014_15,03,,,2850000000.0,,,1055810130.0,37.04596947368421
makueni,2014_15,03,,,230000000.0,,,152655813.0,66.37209260869565
mandera,2014_15,03,,,251285781.0,,,70471870.0,28.044511599325233
marsabit,2014_15,03,,,48400000.0,,,70159257.0,144.95714256198346
meru,2014_15,03,,,588038730.0,,,350639047.0,59.62856341112089
migori,2014_15,03,,,500000000.0,,,228941722.0,45.7883444
mombasa,2014_15,03,,,5121608017.0,,,1829049654.0,35.71241000734321
muranga,2014_15,03,,,800000000.0,,,431726575.0,53.965821874999996
nairobi city,2014_15,03,,,13323722061.0,,,9201756927.0,69.06296067173717
nakuru,2014_15,03,,,2755924489.0,,,1590062879.0,57.69617002739294
nandi,2014_15,03,,,456070000.0,,,240275292.0,52.68386256495713
narok,2014_15,03,,,3366157146.0,,,1426483794.0,42.37721924821866
nyamira,2014_15,03,,,219053554.0,,,74121618.0,33.83721315929893
nyandarua,2014_15,03,,,200000000.0,,,152581048.0,76.290524
nyeri,2014_15,03,,,1343926804.0,,,476394117.0,35.447921388432995
samburu,2014_15,03,,,406550140.0,,,169165287.0,41.60994434782386
siaya,2014_15,03,,,301530027.0,,,102577193.0,34.01889822402331
taita taveta,2014_15,03,,,521830636.0,,,144930062.0,27.773390828667253
tana river,2014_15,03,,,120000000.0,,,20063653.0,16.719710833333334
tharaka nithi,2014_15,03,,,250000000.0,,,83746338.0,33.4985352
trans nzoia,2014_15,03,,,385000000.0,,,201502241.0,52.33824441558441
turkana,2014_15,03,,,110000000.0,,,99587028.0,90.53366181818183
uasin gishu,2014_15,03,,,890000000.0,,,612351517.0,68.80354123595505
vihiga,2014_15,03,,,377743491.0,,,78029107.0,20.65663839592143
wajir,2014_15,03,,,105136917.0,,,74067519.0,70.44863128333884
west pokot,2014_15,03,,,96197480.0,,,78319654.0,81.41549445993803
baringo,2014_15,04,,,255800000.0,,,249723429.0,97.6244835809226
bomet,2014_15,04,,,239046286.0,,,206386334.0,86.33739408944425
bungoma,2014_15,04,,,1075035502.0,,,504623643.0,46.94018402752247
busia,2014_15,04,,,324945073.0,,,315202075.0,97.001647721552
elgeyo marakwet,2014_15,04,,,132023379.0,,,128905771.0,97.63859399478028
embu,2014_15,04,,,748000000.0,,,401105103.0,53.62367687165776
garissa,2014_15,04,,,700000000.0,,,130717649.0,18.67394985714286
homa bay,2014_15,04,,,153687573.0,,,157860245.0,102.71503539196367
isiolo,2014_15,04,,,452699367.0,,,133699318.0,29.533798309905745
kajiado,2014_15,04,,,959045150.0,,,785837768.0,81.93960086237858
kakamega,2014_15,04,,,903537623.0,,,516889024.0,57.2072496863808
kericho,2014_15,04,,,383435490.0,,,413581432.0,107.86206357684836
kiambu,2014_15,04,,,3263234585.0,,,2110856557.0,64.68601940856176
kilifi,2014_15,04,,,1000000000.0,,,545499051.0,54.5499051
kirinyaga,2014_15,04,,,422454650.0,,,311635045.0,73.76769198776721
kisii,2014_15,04,,,630000000.0,,,296771415.0,47.10657380952381
kisumu,2014_15,04,,,1500000000.0,,,970903407.0,64.7268938
kitui,2014_15,04,,,650000000.0,,,320521294.0,49.31096830769231
kwale,2014_15,04,,,500000000.0,,,253972260.0,50.794452
laikipia,2014_15,04,,,400000000.0,,,400484744.0,100.121186
lamu,2014_15,04,,,65740000.0,,,61672255.0,93.81237450562824
machakos,2014_15,04,,,2850000000.0,,,1356559888.0,47.59859256140351
makueni,2014_15,04,,,230000000.0,,,215349954.0,93.6304147826087
mandera,2014_15,04,,,251285781.0,,,87729461.0,34.91222649004561
marsabit,2014_15,04,,,48400000.0,,,99107465.0,204.7674896694215
meru,2014_15,04,,,588038730.0,,,539239910.0,91.70142755733113
migori,2014_15,04,,,500000000.0,,,355111556.0,71.0223112
mombasa,2014_15,04,,,5121608017.0,,,2492600145.0,48.66831152884772
muranga,2014_15,04,,,800000000.0,,,562227534.0,70.27844175
nairobi city,2014_15,04,,,13323722061.0,,,11500049480.0,86.31258913499786
nakuru,2014_15,04,,,2755924489.0,,,2200279602.0,79.83816722055333
nandi,2014_15,04,,,456070000.0,,,298042483.0,65.35016181726489
narok,2014_15,04,,,3366157146.0,,,1639205710.0,48.696648400621044
nyamira,2014_15,04,,,219053554.0,,,104254684.0,47.593240144371265
nyandarua,2014_15,04,,,200000000.0,,,240629472.0,120.314736
nyeri,2014_15,04,,,1343926804.0,,,680700067.0,50.65008488364073
samburu,2014_15,04,,,406550140.0,,,195715348.0,48.14051914974129
siaya,2014_15,04,,,301530027.0,,,143328488.0,47.53373633333041
taita taveta,2014_15,04,,,521830636.0,,,216603678.0,41.50842496721484
tana river,2014_15,04,,,120000000.0,,,33033490.0,27.527908333333333
tharaka nithi,2014_15,04,,,250000000.0,,,115729722.0,46.291888799999995
trans nzoia,2014_15,04,,,385000000.0,,,301267105.0,78.2511961038961
turkana,2014_15,04,,,110000000.0,,,126524507.0,115.0222790909091
uasin gishu,2014_15,04,,,890000000.0,,,800823542.0,89.98017325842696
vihiga,2014_15,04,,,377743491.0,,,115939226.0,30.692580749194164
wajir,2014_15,04,,,105136917.0,,,107742634.0,102.47840347078088
west pokot,2014_15,04,,,96197480.0,,,103899329.0,108.0062897697528
baringo,2015_16,01,,,300000000.0,,,77326161.0,25.8
bomet,2015_16,01,,,312697640.0,,,26946036.0,8.6
bungoma,2015_16,01,,,755655838.0,,,102622636.0,13.6
busia,2015_16,01,,,543036928.0,,,108804879.0,20.0
elgeyo marakwet,2015_16,01,,,149980000.0,,,24201945.0,16.1
embu,2015_16,01,,,630762379.0,,,86520209.0,13.7
garissa,2015_16,01,,,500000000.0,,,24763118.0,5.0
homa bay,2015_16,01,,,181733667.0,,,43487781.0,24.0
isiolo,2015_16,01,,,360000000.0,,,35453738.0,9.8
kajiado,2015_16,01,,,1134883377.0,,,139750003.0,12.3
kakamega,2015_16,01,,,1000000000.0,,,110187243.0,11.0
kericho,2015_16,01,,,553400000.0,,,43727216.0,7.9
kiambu,2015_16,01,,,3683082631.0,,,493347191.0,13.4
kilifi,2015_16,01,,,1499010326.0,,,61248327.0,4.1
kirinyaga,2015_16,01,,,500000000.0,,,65048128.0,13.0
kisii,2015_16,01,,,700000000.0,,,57786966.0,8.3
kisumu,2015_16,01,,,1868587023.0,,,204680416.0,11.0
kitui,2015_16,01,,,608200000.0,,,94842117.0,15.6
kwale,2015_16,01,,,300000000.0,,,40649387.0,13.5
laikipia,2015_16,01,,,500000000.0,,,100801736.0,20.2
lamu,2015_16,01,,,50000000.0,,,7695367.0,15.4
machakos,2015_16,01,,,2371633578.0,,,201681606.0,8.5
makueni,2015_16,01,,,400000000.0,,,40295311.0,10.1
mandera,2015_16,01,,,270000000.0,,,18457379.0,6.8
marsabit,2015_16,01,,,130000000.0,,,26443448.0,20.3
meru,2015_16,01,,,997928083.0,,,115150257.0,11.5
migori,2015_16,01,,,400000000.0,,,86868485.0,21.7
mombasa,2015_16,01,,,5181672405.0,,,384169600.0,7.4
muranga,2015_16,01,,,850000000.0,,,109730737.0,12.9
nairobi city,2015_16,01,,,17528000000.0,,,2228013602.0,12.7
nakuru,2015_16,01,,,2911149689.0,,,436180425.0,15.0
nandi,2015_16,01,,,255764953.0,,,43634047.0,17.1
narok,2015_16,01,,,3507104592.0,,,617198284.0,17.6
nyamira,2015_16,01,,,240958912.0,,,17298260.0,7.2
nyandarua,2015_16,01,,,235550432.0,,,49907949.0,21.2
nyeri,2015_16,01,,,1488358136.0,,,141910242.0,9.5
samburu,2015_16,01,,,356585640.0,,,50828840.0,14.3
siaya,2015_16,01,,,343309926.0,,,29169787.0,8.5
taita taveta,2015_16,01,,,310000000.0,,,54370433.0,17.5
tana river,2015_16,01,,,120000000.0,,,3384957.0,2.8
tharaka nithi,2015_16,01,,,248050000.0,,,36683313.0,14.8
trans nzoia,2015_16,01,,,389026513.0,,,50986745.0,13.1
turkana,2015_16,01,,,200000000.0,,,23108844.0,11.6
uasin gishu,2015_16,01,,,1037217425.0,,,135415134.0,13.1
vihiga,2015_16,01,,,277000000.0,,,34892381.0,12.6
wajir,2015_16,01,,,200000000.0,,,22318990.0,11.2
west pokot,2015_16,01,,,227308244.0,,,21651350.0,9.5
baringo,2015_16,02,,,300000000.0,,,129680000.0,43.2
bomet,2015_16,02,,,230330000.0,,,57340000.0,24.9
bungoma,2015_16,02,,,819940000.0,,,184320000.0,22.5
busia,2015_16,02,,,543040000.0,,,176810000.0,32.6
elgeyo marakwet,2015_16,02,,,149980000.0,,,43920000.0,29.3
embu,2015_16,02,,,630760000.0,,,159380000.0,25.3
garissa,2015_16,02,,,500000000.0,,,45600000.0,9.1
homa bay,2015_16,02,,,181730000.0,,,83380000.0,45.9
isiolo,2015_16,02,,,360000000.0,,,56690000.0,15.7
kajiado,2015_16,02,,,1134880000.0,,,290750000.0,25.6
kakamega,2015_16,02,,,1000000000.0,,,217500000.0,21.7
kericho,2015_16,02,,,553400000.0,,,115290000.0,20.8
kiambu,2015_16,02,,,3683080000.0,,,1053720000.0,28.6
kilifi,2015_16,02,,,1499010000.0,,,168990000.0,11.3
kirinyaga,2015_16,02,,,500000000.0,,,118070000.0,23.6
kisii,2015_16,02,,,700000000.0,,,104860000.0,15.0
kisumu,2015_16,02,,,1868590000.0,,,406230000.0,21.7
kitui,2015_16,02,,,608200000.0,,,155030000.0,25.5
kwale,2015_16,02,,,300000000.0,,,89980000.0,30.0
laikipia,2015_16,02,,,500000000.0,,,231020000.0,46.2
lamu,2015_16,02,,,107000000.0,,,20620000.0,19.3
machakos,2015_16,02,,,2371630000.0,,,398280000.0,16.8
makueni,2015_16,02,,,400000000.0,,,87260000.0,21.8
mandera,2015_16,02,,,199240000.0,,,38190000.0,19.2
marsabit,2015_16,02,,,130000000.0,,,54020000.0,41.6
meru,2015_16,02,,,997930000.0,,,207950000.0,20.8
migori,2015_16,02,,,400000000.0,,,151560000.0,37.9
mombasa,2015_16,02,,,5181670000.0,,,737270000.0,14.2
muranga,2015_16,02,,,850000000.0,,,220170000.0,25.9
nairobi city,2015_16,02,,,17528000000.0,,,4965780000.0,28.3
nakuru,2015_16,02,,,2911150000.0,,,830960000.0,28.5
nandi,2015_16,02,,,255760000.0,,,111030000.0,43.4
narok,2015_16,02,,,3507100000.0,,,1035730000.0,29.5
nyamira,2015_16,02,,,240960000.0,,,26330000.0,10.9
nyandarua,2015_16,02,,,235550000.0,,,87640000.0,37.2
nyeri,2015_16,02,,,1488360000.0,,,225500000.0,15.2
samburu,2015_16,02,,,356590000.0,,,84990000.0,23.8
siaya,2015_16,02,,,343310000.0,,,52420000.0,15.3
taita taveta,2015_16,02,,,310410000.0,,,71930000.0,23.2
tana river,2015_16,02,,,120000000.0,,,10930000.0,9.1
tharaka nithi,2015_16,02,,,248050000.0,,,59570000.0,24.0
trans nzoia,2015_16,02,,,389030000.0,,,91610000.0,23.5
turkana,2015_16,02,,,200000000.0,,,50470000.0,25.2
uasin gishu,2015_16,02,,,1037220000.0,,,262950000.0,25.4
vihiga,2015_16,02,,,352160000.0,,,62280000.0,17.7
wajir,2015_16,02,,,200000000.0,,,41930000.0,21.0
west pokot,2015_16,02,,,227310000.0,,,47230000.0,20.8
baringo,2015_16,03,,,300000000.0,,,202433447.0,67.5
bomet,2015_16,03,,,335000000.0,,,104554386.0,31.2
bungoma,2015_16,03,,,819941338.0,,,327627586.0,40.0
busia,2015_16,03,,,543066927.0,,,256677466.0,47.3
elgeyo marakwet,2015_16,03,,,149980000.0,,,94898659.0,63.3
embu,2015_16,03,,,630762397.0,,,292954236.0,46.4
garissa,2015_16,03,,,500000000.0,,,77873561.0,15.6
homa bay,2015_16,03,,,181733667.0,,,138423664.0,76.2
isiolo,2015_16,03,,,360000000.0,,,85798187.0,23.8
kajiado,2015_16,03,,,1134883377.0,,,564994937.0,49.8
kakamega,2015_16,03,,,1000000000.0,,,358559200.0,35.9
kericho,2015_16,03,,,553400000.0,,,249128156.0,45.0
kiambu,2015_16,03,,,3683082631.0,,,1815344419.0,49.3
kilifi,2015_16,03,,,1407318463.0,,,384048999.0,27.3
kirinyaga,2015_16,03,,,500000000.0,,,282225211.0,56.4
kisii,2015_16,03,,,700000000.0,,,214020572.0,30.6
kisumu,2015_16,03,,,1868587023.0,,,776450202.0,41.6
kitui,2015_16,03,,,608200000.0,,,311429979.0,51.2
kwale,2015_16,03,,,300000000.0,,,177581367.0,59.2
laikipia,2015_16,03,,,500000000.0,,,390949351.0,78.2
lamu,2015_16,03,,,107000000.0,,,45176676.0,42.2
machakos,2015_16,03,,,2371633578.0,,,795690255.0,33.6
makueni,2015_16,03,,,400000000.0,,,151132515.0,37.8
mandera,2015_16,03,,,199237816.0,,,59645442.0,29.9
marsabit,2015_16,03,,,130000000.0,,,84621819.0,65.1
meru,2015_16,03,,,997928083.0,,,361399441.0,36.2
migori,2015_16,03,,,400000000.0,,,238825944.0,59.7
mombasa,2015_16,03,,,4072454938.0,,,1583452350.0,38.9
muranga,2015_16,03,,,850000000.0,,,450992940.0,53.1
nairobi city,2015_16,03,,,17528000000.0,,,9621657916.0,54.9
nakuru,2015_16,03,,,2911149689.0,,,1522802125.0,52.3
nandi,2015_16,03,,,255764953.0,,,158524436.0,62.0
narok,2015_16,03,,,3507104592.0,,,1403208722.0,40.0
nyamira,2015_16,03,,,240958912.0,,,79615128.0,33.0
nyandarua,2015_16,03,,,392000000.0,,,190081737.0,48.5
nyeri,2015_16,03,,,1082000000.0,,,499220410.0,46.1
