county,year,quarter,ordinary_osr_target,fif_aia_target,total_revenue_target,osr_actual_realised,fif_aia_actual,actual_revenue,performance_percent
kajiado,2022_23,04,,,1743946728.0,,,875281130.0,50.2
kakamega,2022_23,04,,,1942426514.0,,,1309679900.0,67.4
kericho,2022_23,04,,,1019388053.0,,,501354545.0,49.2
kiambu,2022_23,04,,,3392022527.0,,,2424634382.0,71.5
kilifi,2022_23,04,,,1051376905.0,,,661686660.0,62.9
kirinyaga,2022_23,04,,,355601999.0,,,399321046.0,112.3
kisii,2022_23,04,,,650000000.0,,,413988597.0,63.7
kisumu,2022_23,04,,,1518837525.0,,,731449033.0,48.2
kitui,2022_23,04,,,420000000.0,,,464354467.0,110.6
kwale,2022_23,04,,,454276121.0,,,392952872.0,86.5
laikipia,2022_23,04,,,821111327.0,,,504274788.0,61.4
lamu,2022_23,04,,,131000000.0,,,156907612.0,119.8
machakos,2022_23,04,,,1717118593.0,,,1429791260.0,83.3
makueni,2022_23,04,,,670000000.0,,,418752940.0,62.5
mandera,2022_23,04,,,290436786.0,,,122528934.0,42.2
marsabit,2022_23,04,,,170000000.0,,,58565723.0,34.5
meru,2022_23,04,,,600000000.0,,,418801954.0,69.8
migori,2022_23,04,,,600000000.0,,,406364909.0,67.7
mombasa,2022_23,04,,,5004354326.0,,,3998628848.0,79.9
muranga,2022_23,04,,,1265765573.0,,,534416925.0,42.2
nairobi city,2022_23,04,,,17505011669.0,,,10237263780.0,58.5
nakuru,2022_23,04,,,2280000000.0,,,1611062682.0,70.7
nandi,2022_23,04,,,373234444.0,,,200737628.0,53.8
narok,2022_23,04,,,4204783838.0,,,3061007640.0,72.8
nyamira,2022_23,04,,,432000000.0,,,113484901.0,26.3
nyandarua,2022_23,04,,,660000000.0,,,505913306.0,76.7
nyeri,2022_23,04,,,800000000.0,,,610656883.0,76.3
samburu,2022_23,04,,,240330500.0,,,226516961.0,94.3
siaya,2022_23,04,,,590261582.0,,,402229607.0,68.1
taita taveta,2022_23,04,,,389402624.0,,,265254255.0,68.1
tana river,2022_23,04,,,87846000.0,,,59173171.0,67.4
tharaka nithi,2022_23,04,,,259700000.0,,,164200787.0,63.2
trans nzoia,2022_23,04,,,328400000.0,,,267760051.0,81.5
turkana,2022_23,04,,,198000000.0,,,177717811.0,89.8
uasin gishu,2022_23,04,,,1400471851.0,,,936606563.0,66.9
vihiga,2022_23,04,,,181484444.0,,,108347382.0,59.7
wajir,2022_23,04,,,100000000.0,,,46746101.0,46.7
west pokot,2022_23,04,,,170000000.0,,,128195210.0,75.4
baringo,2023_24,01,300719215.0,51334043.0,450097396.0,,,105025424.0,23.3
bomet,2023_24,01,187592587.0,22815830.0,332041830.0,,,30489530.0,9.2
bungoma,2023_24,01,918701471.0,172519954.0,2043366863.0,,,233188158.0,11.4
busia,2023_24,01,396793350.0,33556054.0,549015633.0,,,71864630.0,13.1
elgeyo marakwet,2023_24,01,70327132.0,53543596.0,220327132.0,,,65914332.0,29.9
embu,2023_24,01,382801875.0,71997790.0,750000000.0,,,142920907.0,19.1
garissa,2023_24,01,139000000.0,21708805.0,230000000.0,,,43045743.0,18.7
homa bay,2023_24,01,490895690.0,235364297.0,2378948918.0,,,291561226.0,12.3
isiolo,2023_24,01,267634395.0,33696799.0,271208180.0,,,98465800.0,36.3
kajiado,2023_24,01,1200000000.0,,1515702515.0,,,85380796.0,5.6
kakamega,2023_24,01,1881730000.0,35776783.0,2200000000.0,,,156455236.0,7.1
kericho,2023_24,01,530071600.0,34167418.0,1273421600.0,,,66186600.0,5.2
kiambu,2023_24,01,6021825729.0,313115841.0,7980140717.0,,,830527705.0,10.4
kilifi,2023_24,01,1588634222.0,64819992.0,1788634222.0,,,204367979.0,11.4
kirinyaga,2023_24,01,349000000.0,44851041.0,550000000.0,,,93116410.0,16.9
kisii,2023_24,01,650000000.0,174434790.0,1747703138.0,,,245892002.0,14.1
kisumu,2023_24,01,1682844694.0,107885791.0,2282844694.0,,,233742220.0,10.2
kitui,2023_24,01,500000000.0,92659278.0,870637113.0,,,204212684.0,23.5
kwale,2023_24,01,600000000.0,,600000000.0,,,71083628.0,11.8
laikipia,2023_24,01,850400000.0,139390812.0,1475000000.0,,,230462755.0,15.6
lamu,2023_24,01,350000000.0,4365000.0,350000000.0,,,19651019.0,5.6
machakos,2023_24,01,2998879462.0,17798076.0,4006879462.0,,,103818570.0,2.6
makueni,2023_24,01,690000000.0,110484334.0,1200000000.0,,,188055016.0,15.7
mandera,2023_24,01,284748838.0,7827790.0,336533846.0,,,34208662.0,10.2
marsabit,2023_24,01,41325046.0,13296405.0,160000000.0,,,22490381.0,14.1
meru,2023_24,01,550000000.0,156521844.0,866000000.0,,,221541867.0,25.6
migori,2023_24,01,349550000.0,35440822.0,600000000.0,,,91282890.0,15.2
mombasa,2023_24,01,5252796118.0,,5252796118.0,,,480157398.0,9.1
muranga,2023_24,01,1236181883.0,48347284.0,1475000000.0,,,153025541.0,10.4
nairobi city,2023_24,01,19420072415.0,195667384.0,19990072415.0,,,1723524489.0,8.6
nakuru,2023_24,01,1900000000.0,387665410.0,3600000000.0,,,676932043.0,18.8
nandi,2023_24,01,360325820.0,579424.0,515557531.0,,,24784085.0,4.8
narok,2023_24,01,4588583534.0,34524359.0,4588583534.0,,,1676883749.0,36.5
nyamira,2023_24,01,345000000.0,42481542.0,575000000.0,,,61175158.0,10.6
nyandarua,2023_24,01,636555000.0,68880218.0,985000000.0,,,130372341.0,13.2
nyeri,2023_24,01,800000000.0,229243326.0,800000000.0,,,337356231.0,42.2
samburu,2023_24,01,239027400.0,3171315.0,256027400.0,,,84348129.0,32.9
siaya,2023_24,01,434494994.0,76812817.0,760000000.0,,,102893517.0,13.5
taita taveta,2023_24,01,450000000.0,34769095.0,626682445.0,,,105099043.0,16.8
tana river,2023_24,01,92673773.0,352685.0,96630600.0,,,8540359.0,8.8
tharaka nithi,2023_24,01,277200000.0,11807792.0,400000000.0,,,53703272.0,13.4
trans nzoia,2023_24,01,342000000.0,50533471.0,643700000.0,,,100718295.0,15.6
turkana,2023_24,01,200000000.0,,200000000.0,,,38852863.0,19.4
uasin gishu,2023_24,01,1108243370.0,13868430.0,1179043370.0,,,139237333.0,11.8
vihiga,2023_24,01,248083481.0,36573426.0,300549454.0,,,64190736.0,21.4
wajir,2023_24,01,170000000.0,5898794.0,200000000.0,,,21214316.0,10.6
west pokot,2023_24,01,97200000.0,29870000.0,230000000.0,,,42860156.0,18.6
baringo,2023_24,02,300719215.0,83866065.0,450097396.0,,,170773220.0,37.9
bomet,2023_24,02,187592587.0,37726490.0,332041830.0,,,67699804.0,20.4
bungoma,2023_24,02,868201471.0,291991052.0,2020272854.0,,,422382804.0,20.9
busia,2023_24,02,396793350.0,61650557.0,549015633.0,,,133159085.0,24.3
elgeyo marakwet,2023_24,02,70327132.0,98735915.0,220327132.0,,,124057383.0,56.3
embu,2023_24,02,382801875.0,,382801875.0,,,146282588.0,38.2
garissa,2023_24,02,139000000.0,45067403.0,230000000.0,,,76518391.0,33.3
homa bay,2023_24,02,490895690.0,441601689.0,2378948918.0,,,566453318.0,23.8
isiolo,2023_24,02,223208180.0,49918657.0,271208180.0,,,168228601.0,62.0
kajiado,2023_24,02,1200000000.0,,1515702515.0,,,194120725.0,12.8
kakamega,2023_24,02,1881730000.0,195561750.0,2200000000.0,,,301670130.0,13.7
kericho,2023_24,02,530071600.0,74334310.0,1273421600.0,,,161336600.0,12.7
kiambu,2023_24,02,6021825729.0,562633718.0,7980140717.0,,,1640861863.0,20.6
kilifi,2023_24,02,1588634222.0,64819992.0,1788634222.0,,,187106373.0,10.5
kirinyaga,2023_24,02,349000000.0,104846743.0,550000000.0,,,192708685.0,35.0
kisii,2023_24,02,650000000.0,120969550.0,1636826327.0,,,259532256.0,15.9
kisumu,2023_24,02,1682844694.0,223523407.0,2282844694.0,,,426283332.0,18.7
kitui,2023_24,02,585000000.0,183000000.0,950820000.0,,,381297288.0,40.1
kwale,2023_24,02,325783400.0,66042310.0,600000000.0,,,138700035.0,23.1
laikipia,2023_24,02,850400000.0,253516980.0,1475000000.0,,,425498324.0,28.8
lamu,2023_24,02,199820000.0,59088557.0,350000000.0,,,90345645.0,25.8
machakos,2023_24,02,2998879462.0,52082967.0,4006879462.0,,,295252930.0,7.4
makueni,2023_24,02,865000000.0,222070115.0,1240000000.0,,,367887213.0,29.7
mandera,2023_24,02,284748838.0,11616921.0,336533846.0,,,51476911.0,15.3
marsabit,2023_24,02,120000000.0,28960441.0,190000000.0,,,60121244.0,31.6
meru,2023_24,02,550000000.0,263642402.0,850000000.0,,,369010103.0,43.4
migori,2023_24,02,485474299.0,76750347.0,625474299.0,,,183301642.0,29.3
mombasa,2023_24,02,5252796118.0,496967714.0,6013584233.0,,,1613489027.0,26.8
muranga,2023_24,02,1236181883.0,107710313.0,1475000000.0,,,295122209.0,20.0
nairobi city,2023_24,02,19420072415.0,126702816.0,19690072415.0,,,3689096473.0,18.7
nakuru,2023_24,02,2100000000.0,682976876.0,3800000000.0,,,1188113228.0,31.3
nandi,2023_24,02,360325820.0,42019297.0,515557531.0,,,135997839.0,26.4
narok,2023_24,02,4588583534.0,57934741.0,4588583534.0,,,2932490879.0,63.9
nyamira,2023_24,02,395000000.0,80619479.0,625000000.0,,,117589126.0,18.8
nyandarua,2023_24,02,636555000.0,123496734.0,985000000.0,,,222932971.0,22.6
nyeri,2023_24,02,800000000.0,366973244.0,800000000.0,,,570906990.0,71.4
samburu,2023_24,02,239027400.0,5610492.0,256027400.0,,,142520491.0,55.7
siaya,2023_24,02,545231646.0,152089016.0,760000000.0,,,200977216.0,26.4
taita taveta,2023_24,02,529000000.0,85543730.0,730682445.0,,,177071330.0,24.2
tana river,2023_24,02,92673773.0,1444577.0,96630600.0,,,30837172.0,31.9
tharaka nithi,2023_24,02,277200000.0,70234548.0,400000000.0,,,156127731.0,39.0
trans nzoia,2023_24,02,342000000.0,114390762.0,643700000.0,,,225985405.0,35.1
turkana,2023_24,02,220000000.0,35864639.0,220000000.0,,,106982545.0,48.6
uasin gishu,2023_24,02,1108243370.0,27158944.0,1179043370.0,,,276297864.0,23.4
vihiga,2023_24,02,172759801.0,83533238.0,300549454.0,,,138699930.0,46.1
wajir,2023_24,02,145000000.0,13170000.0,200000000.0,,,49212764.0,24.6
west pokot,2023_24,02,97200000.0,49868000.0,230000000.0,,,74331892.0,32.3
baringo,2023_24,03,300719215.0,130336532.0,450097396.0,,,272750184.0,60.6
bomet,2023_24,03,187592587.0,52964182.0,332041830.0,,,157105283.0,47.3
bungoma,2023_24,03,868201471.0,426237143.0,2020272854.0,,,742335959.0,36.7
busia,2023_24,03,396793350.0,104176549.0,649015633.0,,,261813354.0,40.3
elgeyo marakwet,2023_24,03,70326633.0,148030950.0,270326633.0,,,204553817.0,75.7
embu,2023_24,03,382801875.0,296020373.0,750000000.0,,,507142020.0,67.6
garissa,2023_24,03,139000000.0,85837524.0,230000000.0,,,153521614.0,66.7
homa bay,2023_24,03,490895690.0,668995814.0,2378948918.0,,,927225952.0,39.0
isiolo,2023_24,03,223208180.0,77822198.0,271208180.0,,,237641664.0,87.6
kajiado,2023_24,03,1200000000.0,183820486.0,1515702515.0,,,729506339.0,48.1
kakamega,2023_24,03,1359000000.0,377365342.0,2200000000.0,,,874417482.0,39.7
kericho,2023_24,03,530071600.0,149617514.0,1273421600.0,,,392356222.0,30.8
kiambu,2023_24,03,5780140717.0,879454422.0,7980140717.0,,,3351084993.0,42.0
kilifi,2023_24,03,1588634222.0,287458199.0,1788634222.0,,,842373389.0,47.1
kirinyaga,2023_24,03,349000000.0,190976914.0,550000000.0,,,472817832.0,86.0
kisii,2023_24,03,650000000.0,472769466.0,1636826327.0,,,699661915.0,42.7
kisumu,2023_24,03,1682844694.0,419105165.0,2282844694.0,,,942792158.0,41.3
kitui,2023_24,03,585000000.0,273930000.0,858930000.0,,,639349990.0,74.4
kwale,2023_24,03,325783400.0,101403245.0,600000000.0,,,285342515.0,47.6
laikipia,2023_24,03,850400000.0,257975196.0,1475000000.0,,,620202994.0,42.0
lamu,2023_24,03,290000000.0,11531984.0,350000000.0,,,72616911.0,20.7
machakos,2023_24,03,2998879462.0,183052577.0,4006879462.0,,,1051979268.0,26.3
makueni,2023_24,03,865000000.0,386176270.0,1240000000.0,,,741886887.0,59.8
mandera,2023_24,03,284748838.0,22696129.0,336533846.0,,,110120481.0,32.7
marsabit,2023_24,03,120000000.0,68752783.0,190000000.0,,,103960805.0,54.7
meru,2023_24,03,550000000.0,390994471.0,850000000.0,,,664788105.0,78.2
migori,2023_24,03,485474299.0,115662009.0,625474299.0,,,352456002.0,56.4
mombasa,2023_24,03,3875296118.0,854453538.0,5252796118.0,,,3300176091.0,62.8
muranga,2023_24,03,876181883.0,256466200.0,1115000000.0,,,716442533.0,64.3
nairobi city,2023_24,03,19420072415.0,560351606.0,19690072415.0,,,9232015328.0,46.9
nakuru,2023_24,03,2100000000.0,1060294518.0,3800000000.0,,,2389828481.0,62.9
nandi,2023_24,03,360325820.0,140611796.0,515557531.0,,,418035773.0,81.1
narok,2023_24,03,4989012257.0,52588228.0,5109964165.0,,,3932798922.0,77.0
nyamira,2023_24,03,395000000.0,159807485.0,625000000.0,,,258547201.0,41.4
nyandarua,2023_24,03,793435975.0,165532429.0,1225000000.0,,,332511837.0,27.1
nyeri,2023_24,03,800000000.0,526970571.0,1326970571.0,,,1019610785.0,76.8
samburu,2023_24,03,239027400.0,8460946.0,256027400.0,,,232299041.0,90.7
siaya,2023_24,03,434494994.0,252044945.0,760000000.0,,,402600946.0,53.0
taita taveta,2023_24,03,529000000.0,144277465.0,730682445.0,,,315334168.0,43.2
tana river,2023_24,03,92673773.0,2751097.0,96630600.0,,,53065870.0,54.9
tharaka nithi,2023_24,03,295200000.0,107655094.0,445000000.0,,,274031818.0,61.6
trans nzoia,2023_24,03,342000000.0,172676601.0,643700000.0,,,359705364.0,55.9
turkana,2023_24,03,220000000.0,44564078.0,220000000.0,,,179625170.0,81.6
uasin gishu,2023_24,03,1108243370.0,48058091.0,1179043370.0,,,1090822709.0,92.5
vihiga,2023_24,03,248083481.0,128235932.0,300549454.0,,,242941035.0,80.8
wajir,2023_24,03,70000000.0,52537819.0,150000000.0,,,116917585.0,77.9
west pokot,2023_24,03,97200000.0,78314000.0,230000000.0,,,123100584.0,53.5
baringo,2023_24,04,300719215.0,181622619.0,450097396.0,,,378201635.0,84.0
bomet,2023_24,04,187592587.0,80612871.0,332041830.0,,,238930420.0,72.0
bungoma,2023_24,04,868201470.0,681424515.0,2010419736.0,,,1120909349.0,55.8
busia,2023_24,04,396793350.0,136138244.0,649015633.0,,,369203975.0,56.9
elgeyo marakwet,2023_24,04,73806633.0,177663632.0,271306633.0,,,258505138.0,95.3
embu,2023_24,04,382801875.0,329749667.0,750000000.0,,,746494074.0,99.5
garissa,2023_24,04,139000000.0,151912817.0,230000000.0,,,248969049.0,108.2
homa bay,2023_24,04,341139710.0,841232651.0,1392206352.0,,,1200495831.0,86.2
isiolo,2023_24,04,267634395.0,94481928.0,356208180.0,,,285197344.0,80.1
kajiado,2023_24,04,1621247688.0,369952762.0,1868466985.0,,,1048356435.0,56.1
kakamega,2023_24,04,1359000000.0,546510693.0,2200000000.0,,,1347833279.0,61.3
kericho,2023_24,04,530071600.0,482263360.0,1066426600.0,,,841927978.0,78.9
kiambu,2023_24,04,5459066235.0,1197762046.0,6995366235.0,,,4575831607.0,65.4
kilifi,2023_24,04,1588634222.0,472221668.0,1788634222.0,,,1208619997.0,67.6
kirinyaga,2023_24,04,349000000.0,233562098.0,550000000.0,,,651105565.0,118.4
kisii,2023_24,04,650000000.0,683218135.0,1843892198.0,,,1180162037.0,64.0
kisumu,2023_24,04,1682844694.0,603376939.0,2282844694.0,,,1443607988.0,63.2
kitui,2023_24,04,585000000.0,,585000000.0,,,517049816.0,88.4
kwale,2023_24,04,334245200.0,169533420.0,600000000.0,,,427377928.0,71.2
laikipia,2023_24,04,842500000.0,561020491.0,1445000000.0,,,1061020098.0,73.4
lamu,2023_24,04,120000000.0,85840210.0,180000000.0,,,209102758.0,116.2
machakos,2023_24,04,2324286060.0,204409376.0,3332286060.0,,,1549348477.0,46.5
makueni,2023_24,04,870000000.0,554088153.0,1240000000.0,,,1044674948.0,84.2
mandera,2023_24,04,278748838.0,25548681.0,330533846.0,,,168047287.0,50.8
marsabit,2023_24,04,120000000.0,90223090.0,190000000.0,,,145092550.0,76.4
meru,2023_24,04,550000000.0,580129111.0,1050000000.0,,,961934279.0,91.6
migori,2023_24,04,480000000.0,175412262.0,625474299.0,,,512566310.0,81.9
mombasa,2023_24,04,5856356997.0,1127265714.0,7377933227.0,,,5585024010.0,75.7
muranga,2023_24,04,876181883.0,382537843.0,1115000000.0,,,1116795730.0,100.2
nairobi city,2023_24,04,19419630278.0,1072234069.0,19689630278.0,,,12542094418.0,63.7
nakuru,2023_24,04,2400000000.0,1468498216.0,4100000000.0,,,3321300479.0,81.0
nandi,2023_24,04,360098158.0,238623583.0,558329869.0,,,630727156.0,113.0
narok,2023_24,04,4858121756.0,59479796.0,4979073664.0,,,4753670486.0,95.5
nyamira,2023_24,04,457000000.0,220814736.0,687000000.0,,,369796343.0,53.8
nyandarua,2023_24,04,793435975.0,205746307.0,1225000000.0,,,515740772.0,42.1
nyeri,2023_24,04,800000000.0,740425500.0,1326000000.0,,,1407546107.0,106.1
samburu,2023_24,04,239027400.0,11130343.0,256027400.0,,,266583924.0,104.1
siaya,2023_24,04,434494994.0,388626776.0,760000000.0,,,610737745.0,80.4
taita taveta,2023_24,04,426985000.0,210125350.0,628667445.0,,,461186652.0,73.4
tana river,2023_24,04,92673773.0,3785117.0,96630600.0,,,92568520.0,95.8
tharaka nithi,2023_24,04,300870000.0,160983523.0,450670000.0,,,417346035.0,92.6
trans nzoia,2023_24,04,342000000.0,209852393.0,643700000.0,,,476638172.0,74.0
turkana,2023_24,04,220000000.0,95373844.0,220000000.0,,,530645056.0,241.2
uasin gishu,2023_24,04,1578147614.0,59386598.0,1578147614.0,,,1421327951.0,90.1
vihiga,2023_24,04,248083481.0,171745774.0,248083481.0,,,338057178.0,136.3
wajir,2023_24,04,150000000.0,,150000000.0,,,164953671.0,110.0
west pokot,2023_24,04,97200000.0,119847000.0,230000000.0,,,185294701.0,80.6
baringo,2024_25,01,390719215.0,46773352.0,540097396.0,,,95501246.0,18.0
bomet,2024_25,01,280032929.0,13690566.0,455750929.0,,,25156158.0,6.0
bungoma,2024_25,01,1193245420.0,125188060.0,2256892815.0,,,189284774.0,8.0
busia,2024_25,01,442262490.0,23236638.0,647006996.0,,,61585339.0,10.0
elgeyo marakwet,2024_25,01,105784971.0,64076293.0,300784971.0,,,78709496.0,26.0
embu,2024_25,01,454377354.0,80048782.0,952632697.0,,,151278998.0,16.0
garissa,2024_25,01,140000000.0,57788652.0,300000000.0,,,80468763.0,27.0
homa bay,2024_25,01,501737917.0,158943021.0,1482806657.0,,,226255121.0,15.0
isiolo,2024_25,01,271208180.0,12783569.0,371208180.0,,,71122990.0,19.0
kajiado,2024_25,01,1200000000.0,73911904.0,1570000000.0,,,143907749.0,9.0
kakamega,2024_25,01,1359000000.0,142203819.0,2200000000.0,,,318200749.0,14.0
kericho,2024_25,01,573742933.0,55149736.0,1220097933.0,,,92070921.0,8.0
kiambu,2024_25,01,5880140717.0,345928332.0,8280140717.0,,,832924808.0,10.0
kilifi,2024_25,01,1570795142.0,81000000.0,1970795142.0,,,231033162.0,12.0
kirinyaga,2024_25,01,410451000.0,61529949.0,610451000.0,,,108692657.0,18.0
kisii,2024_25,01,650000000.0,202615361.0,2211193565.0,,,270474361.0,12.0
kisumu,2024_25,01,2877951100.0,163759824.0,3804073100.0,,,259358673.0,7.0
kitui,2024_25,01,249800000.0,72127600.0,600000000.0,,,112157327.0,19.0
kwale,2024_25,01,450000000.0,38390478.0,750000000.0,,,76658925.0,10.0
laikipia,2024_25,01,842500000.0,122781427.0,1445000000.0,,,221073816.0,15.0
lamu,2024_25,01,160000000.0,21051772.0,290000000.0,,,34515296.0,12.0
machakos,2024_25,01,2788961508.0,50311230.0,3475961508.0,,,287423488.0,8.0
makueni,2024_25,01,878322470.0,75141054.0,1054752470.0,,,165118218.0,16.0
mandera,2024_25,01,278609881.0,7854740.0,336533846.0,,,42681784.0,13.0
marsabit,2024_25,01,110000000.0,19628052.0,356112000.0,,,33164587.0,9.0
meru,2024_25,01,500000000.0,119931977.0,1050000000.0,,,185584299.0,18.0
migori,2024_25,01,480000000.0,35658735.0,620000000.0,,,101817470.0,16.0
mombasa,2024_25,01,4746915692.0,253777233.0,5996914680.0,,,832149317.0,14.0
muranga,2024_25,01,750000000.0,64285728.0,1250000000.0,,,170144255.0,14.0
nairobi city,2024_25,01,20060926033.0,382453485.0,20060926033.0,,,2187833751.0,11.0
nakuru,2024_25,01,2226948048.0,354736499.0,4107158048.0,,,600874510.0,15.0
nandi,2024_25,01,306096685.0,35314738.0,607328396.0,,,75950247.0,13.0
narok,2024_25,01,4849188092.0,14168574.0,4975140000.0,,,2982058332.0,60.0
nyamira,2024_25,01,400000000.0,56287248.0,800000000.0,,,70001259.0,9.0
nyandarua,2024_25,01,600000000.0,54281182.0,850000000.0,,,99966997.0,12.0
nyeri,2024_25,01,800000000.0,129447356.0,1636295125.0,,,239440541.0,15.0
samburu,2024_25,01,262930140.0,2949540.0,281630140.0,,,100857218.0,36.0
siaya,2024_25,01,849363883.0,104799663.0,1044061306.0,,,140425135.0,13.0
taita taveta,2024_25,01,500000000.0,39915017.0,750000000.0,,,92747017.0,12.0
tana river,2024_25,01,92673773.0,715385.0,96630600.0,,,78503132.0,81.0
tharaka nithi,2024_25,01,285000000.0,37417771.0,450000000.0,,,78353951.0,17.0
trans nzoia,2024_25,01,368300000.0,58794404.0,680000000.0,,,87895359.0,13.0
turkana,2024_25,01,241000000.0,29949715.0,320000000.0,,,67125529.0,21.0
uasin gishu,2024_25,01,1318200000.0,6804479.0,1395000000.0,,,147237751.0,11.0
vihiga,2024_25,01,200000000.0,26291095.0,340000000.0,,,52570202.0,15.0
wajir,2024_25,01,80000000.0,19230733.0,200000000.0,,,46599326.0,23.0
west pokot,2024_25,01,97195000.0,24123319.0,230000000.0,,,32889666.0,14.0
baringo,2024_25,02,450720000.0,47070000.0,600100000.0,,,179580000.0,30.0
bomet,2024_25,02,280030000.0,45390000.0,455750000.0,,,72220000.0,16.0
bungoma,2024_25,02,1193250000.0,314980000.0,2256890000.0,,,456890000.0,20.0
busia,2024_25,02,442260000.0,66940000.0,647010000.0,,,141060000.0,22.0
elgeyo marakwet,2024_25,02,105780000.0,150570000.0,300780000.0,,,179310000.0,60.0
embu,2024_25,02,454380000.0,197280000.0,952630000.0,,,317690000.0,33.0
garissa,2024_25,02,140000000.0,121970000.0,300000000.0,,,160090000.0,53.0
homa bay,2024_25,02,501740000.0,376210000.0,1482810000.0,,,517870000.0,35.0
isiolo,2024_25,02,271210000.0,31430000.0,371210000.0,,,119600000.0,32.0
kajiado,2024_25,02,1200000000.0,157450000.0,1570000000.0,,,301410000.0,19.0
kakamega,2024_25,02,1359000000.0,365230000.0,2200000000.0,,,705610000.0,32.0
kericho,2024_25,02,573740000.0,315840000.0,1220100000.0,,,377520000.0,31.0
kiambu,2024_25,02,5880140000.0,676950000.0,7980140000.0,,,1635400000.0,20.0
kilifi,2024_25,02,1570800000.0,159580000.0,1970800000.0,,,467940000.0,24.0
kirinyaga,2024_25,02,410450000.0,150750000.0,610450000.0,,,234050000.0,38.0
kisii,2024_25,02,650000000.0,443900000.0,2211190000.0,,,583880000.0,26.0
kisumu,2024_25,02,2877950000.0,444830000.0,3804070000.0,,,677630000.0,18.0
kitui,2024_25,02,390640000.0,249730000.0,988650000.0,,,324460000.0,33.0
kwale,2024_25,02,350000000.0,84250000.0,650000000.0,,,164040000.0,25.0
laikipia,2024_25,02,842500000.0,632500000.0,1445000000.0,,,791440000.0,55.0
lamu,2024_25,02,160000000.0,60960000.0,290000000.0,,,87830000.0,30.0
machakos,2024_25,02,2788960000.0,80000000.0,3475960000.0,,,414450000.0,12.0
makueni,2024_25,02,905180000.0,144350000.0,1081610000.0,,,305890000.0,28.0
mandera,2024_25,02,278610000.0,17960000.0,336530000.0,,,93740000.0,28.0
marsabit,2024_25,02,110000000.0,50800000.0,251160000.0,,,79210000.0,32.0
meru,2024_25,02,500000000.0,309630000.0,1050000000.0,,,422170000.0,40.0
migori,2024_25,02,550000000.0,104450000.0,690000000.0,,,220370000.0,32.0
mombasa,2024_25,02,4941020000.0,507520000.0,5991020000.0,,,1683560000.0,28.0
muranga,2024_25,02,750000000.0,229840000.0,1250000000.0,,,421300000.0,34.0
nairobi city,2024_25,02,20060930000.0,902370000.0,20060930000.0,,,4665510000.0,23.0
nakuru,2024_25,02,2226950000.0,840600000.0,4107160000.0,,,1350500000.0,33.0
nandi,2024_25,02,306100000.0,77930000.0,607330000.0,,,159780000.0,26.0
narok,2024_25,02,4859050000.0,54000000.0,5024000000.0,,,4382620000.0,87.0
nyamira,2024_25,02,400000000.0,162840000.0,850000000.0,,,192430000.0,23.0
nyandarua,2024_25,02,600000000.0,111990000.0,850000000.0,,,242500000.0,29.0
nyeri,2024_25,02,800000000.0,299220000.0,1636300000.0,,,531880000.0,33.0
samburu,2024_25,02,262930000.0,5370000.0,281630000.0,,,165590000.0,59.0
siaya,2024_25,02,849360000.0,236950000.0,1044060000.0,,,295190000.0,28.0
taita taveta,2024_25,02,500000000.0,96400000.0,750000000.0,,,194760000.0,26.0
tana river,2024_25,02,92670000.0,3790000.0,96630000.0,,,42570000.0,44.0
tharaka nithi,2024_25,02,285000000.0,108510000.0,450000000.0,,,183000000.0,41.0
trans nzoia,2024_25,02,368300000.0,89990000.0,680000000.0,,,159660000.0,23.0
turkana,2024_25,02,241000000.0,74820000.0,320000000.0,,,141800000.0,44.0
uasin gishu,2024_25,02,1318200000.0,16390000.0,1395000000.0,,,376460000.0,27.0
vihiga,2024_25,02,200000000.0,86230000.0,340000000.0,,,139400000.0,41.0
wajir,2024_25,02,80000000.0,41330000.0,200000000.0,,,104720000.0,52.0
west pokot,2024_25,02,97200000.0,59400000.0,230000000.0,,,77600000.0,34.0
baringo,2024_25,03,190860000.0,108050000.0,600100000.0,,,298910000.0,50.0
bomet,2024_25,03,102330000.0,80270000.0,455750000.0,,,182600000.0,40.0
bungoma,2024_25,03,352700000.0,441400000.0,2256890000.0,,,794100000.0,35.0
busia,2024_25,03,170760000.0,128360000.00000001,647010000.0,,,299120000.0,46.0
elgeyo marakwet,2024_25,03,56450000.0,203460000.0,352430000.0,,,259910000.00000003,74.0
embu,2024_25,03,244990000.0,324730000.0,1303420000.0,,,569730000.0,44.0
garissa,2024_25,03,73400000.0,238810000.0,300000000.0,,,312200000.0,104.0
homa bay,2024_25,03,285540000.0,753150000.0,1482810000.0,,,1038690000.0,70.0
isiolo,2024_25,03,122280000.0,42740000.0,371210000.0,,,165020000.0,44.0
kajiado,2024_25,03,427110000.0,247420000.0,1570000000.0,,,674530000.0,43.0
kakamega,2024_25,03,640550000.0,593750000.0,2200000000.0,,,1234300000.0,56.0
kericho,2024_25,03,264100000.00000003,498880000.0,1222600000.0,,,762980000.0,62.0
kiambu,2024_25,03,2083510000.0000002,1247270000.0,7980140000.0,,,3330780000.0,42.0
kilifi,2024_25,03,577340000.0,336440000.0,1970800000.0,,,913780000.0,46.0
kirinyaga,2024_25,03,258570000.0,244110000.0,648450000.0,,,502680000.0,78.0
kisii,2024_25,03,347000000.0,658760000.0,2426000000.0,,,1005760000.0,41.0
kisumu,2024_25,03,611960000.0,752110000.0,3804070000.0,,,1364070000.0,36.0
