county,year,quarter,program,sub_program,approved_budget_kshs,actual_expenditure_kshs,is_total,department_new,program_new,sub_program_new
west,2021_22,4,"HEALTH AND
SANITATION","SP 3-(Curative Health
Services)",302815840.0,203326991.0,False,,"HEALTH AND
SANITATION","SP 3-(Curative Health
Services)"
west,2021_22,4,"HEALTH AND
SANITATION","SP 4-(Kacheliba Sub-county
hospital)",19980000.0,18430978.2,False,,"HEALTH AND
SANITATION","SP 4-(Kacheliba Sub-county
hospital)"
west,2021_22,4,"HEALTH AND
SANITATION","SP 5-(Sigor Sub-county
hospital)",15430000.0,14462245.35,False,,"HEALTH AND
SANITATION","SP 5-(Sigor Sub-county
hospital)"
west,2021_22,4,"HEALTH AND
SANITATION","SP 6-(Chepareria Sub-coun-
ty hospital)",16330000.0,12600984.9,False,,"HEALTH AND
SANITATION","SP 6-(Chepareria Sub-coun-
ty hospital)"
west,2021_22,4,"HEALTH AND
SANITATION","SP 7(Facility Improvement
Fund)",76800000.0,72345485.1,False,,"HEALTH AND
SANITATION","SP 7(Facility Improvement
Fund)"
west,2021_22,4,"HEALTH AND
SANITATION",SP 8(Ward Specific),121463042.0,87164152.3,False,,"HEALTH AND
SANITATION",SP 8(Ward Specific)
baringo,2022_23,1,County Health Services,,845636888.0,53701775.0,False,,County Health Services,
baringo,2022_23,1,County Health Services,"Curative and Rehabilitative
Services",32102225.0,,False,,County Health Services,"Curative and Rehabilitative
Services"
baringo,2022_23,1,County Health Services,"Preventive and Promotive
Health Services",387288839.0,491852.0,False,,County Health Services,"Preventive and Promotive
Health Services"
baringo,2022_23,1,County Health Services,Health/preventive services,21000000.0,,False,,County Health Services,Health/preventive services
baringo,2022_23,1,County Health Services,General administration,405245824.0,53209923.0,False,,County Health Services,General administration
baringo,2022_23,1,"Promotion Of Primary
Health Care",,,,False,,"Promotion Of Primary
Health Care",
baringo,2022_23,1,"Promotion Of Primary
Health Care",General administration,,,False,,"Promotion Of Primary
Health Care",General administration
bungoma,2022_23,1,Health and Sanitation,,,,False,,Health and Sanitation,
bungoma,2022_23,1,Health Administration Planning and support services,"SP 1: Health Administration
Planning and support services",122366728.0,,False,,Health Administration Planning and support services,"SP 1: Health Administration
Planning and support services"
bungoma,2022_23,1,Health Infrastructure,SP3.Health Infrastructure,326401888.0,,False,,Health Infrastructure,SP3.Health Infrastructure
bungoma,2022_23,1,"Programme 2: Preventive Promotive and Rehabilita-
tive",,107118938.0,,False,,"Programme 2: Preventive Promotive and Rehabilita-
tive",
bungoma,2022_23,1,Health Promotion services,"SP 2: Health Promotion ser-
vices",6000000.0,,False,,Health Promotion services,"SP 2: Health Promotion ser-
vices"
bungoma,2022_23,1,Community health services,"SP 4: Community health ser-
vices",78072000.0,,False,,Community health services,"SP 4: Community health ser-
vices"
bungoma,2022_23,1,Programme 3: Curative,,435853571.0,,False,,Programme 3: Curative,
bungoma,2022_23,1,Health Services,Health Services,,,False,,Health Services,Health Services
bungoma,2022_23,1,Routine Medical Services,SP 3: Routine Medical Services,424865820.0,,False,,Routine Medical Services,SP 3: Routine Medical Services
bungoma,2022_23,1,Programme 4: Health Research,,,,False,,Programme 4: Health Research,
bungoma,2022_23,1,Programme 5: Maternal and Child Health,,54469787.0,,False,,Programme 5: Maternal and Child Health,
busia,2022_23,1,"CP 10: Veterinary health
services","CSP 10.1: Veterinary Disease
Control",14751914.0,0.0,False,,"CP 10: Veterinary health
services","CSP 10.1: Veterinary Disease
Control"
busia,2022_23,1,"CP 10: Veterinary health
services",CSP 10.2: AI services,4100000.0,0.0,False,,"CP 10: Veterinary health
services",CSP 10.2: AI services
busia,2022_23,1,"CP 10: Veterinary health
services","CSP 10.3: Meat inspection ser-
vices",16799886.0,0.0,False,,"CP 10: Veterinary health
services","CSP 10.3: Meat inspection ser-
vices"
busia,2022_23,1,"CP 10: Veterinary health
services","CSP 10.4: Veterinary Exten-
sion",5000000.0,0.0,False,,"CP 10: Veterinary health
services","CSP 10.4: Veterinary Exten-
sion"
busia,2022_23,1,Department of Health and Sanitation,,,,False,,Department of Health and Sanitation,
busia,2022_23,1,"CP 54: Curative Health
Services","CSP 54.1: Infrastructure devel-
opment",129488069.0,,False,,"CP 54: Curative Health
Services","CSP 54.1: Infrastructure devel-
opment"
busia,2022_23,1,"CP 54: Curative Health
Services",CSP 54.2: Hospital equipment,101500000.0,,False,,"CP 54: Curative Health
Services",CSP 54.2: Hospital equipment
busia,2022_23,1,"CP 54: Curative Health
Services","CSP 54.3: Blood transfusion
Services",5000000.0,,False,,"CP 54: Curative Health
Services","CSP 54.3: Blood transfusion
Services"
busia,2022_23,1,"CP 55: Preventive and
Promotive Health Ser-
vices","CSP 55.1: Infrastructure devel-
opment",62500000.0,,False,,"CP 55: Preventive and
Promotive Health Ser-
vices","CSP 55.1: Infrastructure devel-
opment"
busia,2022_23,1,"CP 55: Preventive and
Promotive Health Ser-
vices","CSP 55.2: Lower-level hospital
equipment",10000000.0,,False,,"CP 55: Preventive and
Promotive Health Ser-
vices","CSP 55.2: Lower-level hospital
equipment"
busia,2022_23,1,"CP 55: Preventive and
Promotive Health Ser-
vices",CSP 55.3: Preventive Services,8000000.0,,False,,"CP 55: Preventive and
Promotive Health Ser-
vices",CSP 55.3: Preventive Services
busia,2022_23,1,"CP 55: Preventive and
Promotive Health Ser-
vices","CSP 55.4: Health promotion
unit",69500000.0,,False,,"CP 55: Preventive and
Promotive Health Ser-
vices","CSP 55.4: Health promotion
unit"
embu,2022_23,1,HEALTH,,,,False,,HEALTH,
embu,2022_23,1,P1: Curative Health Services,SP1.1: Primary Health Care,1207216901.0,224790598.0,False,,P1: Curative Health Services,SP1.1: Primary Health Care
embu,2022_23,1,"P2: Preventive and Promotive
Health Services","SP2.1: Health Promotion &
Disease Control",474458325.0,88346817.0,False,,"P2: Preventive and Promotive
Health Services","SP2.1: Health Promotion &
Disease Control"
embu,2022_23,1,EMBU LEVEL 5 HOSPITAL,,,,False,,EMBU LEVEL 5 HOSPITAL,
embu,2022_23,1,P1: Curative Health Services,SP1.1: Primary Health Care,173522994.0,35735935.0,False,,P1: Curative Health Services,SP1.1: Primary Health Care
embu,2022_23,1,"P2: Preventive and Promotive
Health Services","SP2.1: Health Promotion &
Disease Control",48621341.0,10013250.0,False,,"P2: Preventive and Promotive
Health Services","SP2.1: Health Promotion &
Disease Control"
garissa,2022_23,1,Department of Health and Sanitation,,,,False,,Department of Health and Sanitation,
garissa,2022_23,1,Curative Service,Curative,151267750.0,127000000.0,False,,Curative Service,Curative
garissa,2022_23,1,"Preventive Ser-
vice","Health promotion
and Campaign",144000000.0,65000000.0,False,,"Preventive Ser-
vice","Health promotion
and Campaign"
homa,2022_23,1,"Livestock
Development
Programme","Livestock Health and Disease Manage-
ment",25072625.0,0.0,False,,"Livestock
Development
Programme","Livestock Health and Disease Manage-
ment"
homa,2022_23,1,Department of Health Services,,,,False,,Department of Health Services,
homa,2022_23,1,"Preventive and
Promotive Health
Services",Community health services,77650000.0,58782771.0,False,,"Preventive and
Promotive Health
Services",Community health services
homa,2022_23,1,"Preventive and
Promotive Health
Services",Disease control services,26750000.0,,False,,"Preventive and
Promotive Health
Services",Disease control services
homa,2022_23,1,"Preventive and
Promotive Health
Services","Facility Infrastructure Improvement
Services",140000000.0,7468313.0,False,,"Preventive and
Promotive Health
Services","Facility Infrastructure Improvement
Services"
homa,2022_23,1,"Curative and
Rehabilitative
Health Services",Routine medical health services,185975632.0,,False,,"Curative and
Rehabilitative
Health Services",Routine medical health services
homa,2022_23,1,"Curative and
Rehabilitative
Health Services",Medical Emergency Response Services,8000000.0,,False,,"Curative and
Rehabilitative
Health Services",Medical Emergency Response Services
homa,2022_23,1,"Curative and
Rehabilitative
Health Services","Facility Infrastructure Improvement
Services",235020521.0,37692656.0,False,,"Curative and
Rehabilitative
Health Services","Facility Infrastructure Improvement
Services"
kakamega,2022_23,1,401004810.0,"Preventive and promotive
services",213682980.0,1463350.0,False,,401004810.0,"Preventive and promotive
services"
kakamega,2022_23,1,401004810.0,Community Health Strategy,98664067.0,223608.0,False,,401004810.0,Community Health Strategy
kakamega,2022_23,1,401004810.0,"Maternal and child healthcare
promotion",110575613.0,234800.0,False,,401004810.0,"Maternal and child healthcare
promotion"
kakamega,2022_23,1,402004810.0,"Promotion of Curative health
services",1823765925.0,256647003.0,False,,402004810.0,"Promotion of Curative health
services"
kakamega,2022_23,1,402004810.0,"Health Infrastructure Devel-
opment",1163961825.0,70200452.0,False,,402004810.0,"Health Infrastructure Devel-
opment"
kakamega,2022_23,1,402004810.0,"Primary medical health ser-
vices",637804100.0,185827927.0,False,,402004810.0,"Primary medical health ser-
vices"
kakamega,2022_23,1,403004810.0,"Health Data and Information
Management",9688246.0,312512.0,False,,403004810.0,"Health Data and Information
Management"
kericho,2022_23,1,Curative Health,Administration and Planning,1793267318.0,254702900.0,False,,Curative Health,Administration and Planning
kericho,2022_23,1,Curative Health,Hospital(curative)Services,,,False,,Curative Health,Hospital(curative)Services
kericho,2022_23,1,"Preventive and
Promotive Health","Preventive Medicine and Promotive
Health",1242164061.0,205243962.0,False,,"Preventive and
Promotive Health","Preventive Medicine and Promotive
Health"
kericho,2022_23,1,"Preventive and
Promotive Health",,,,False,,"Preventive and
Promotive Health",
kiambu,2022_23,1,Health Services,,,,False,,Health Services,
kiambu,2022_23,1,Health curative services,,603006904.0,,False,,Health curative services,
kiambu,2022_23,1,Health curative services,"Health curative
services",603006904.0,,False,,Health curative services,"Health curative
services"
kiambu,2022_23,1,Community Health Services,,482616764.0,3999225.0,False,,Community Health Services,
kiambu,2022_23,1,Community Health Services,"Community Health
Services",482616764.0,3999225.0,False,,Community Health Services,"Community Health
Services"
kiambu,2022_23,1,"County Hospital
Infrastructure",,382919716.0,,False,,"County Hospital
Infrastructure",
kiambu,2022_23,1,"County Hospital
Infrastructure","County Hospital
Infrastructure",382919716.0,,False,,"County Hospital
Infrastructure","County Hospital
Infrastructure"
kilifi,2022_23,1,Health,"Curative and Rehabilitative
Services",696370000.0,,False,,Health,"Curative and Rehabilitative
Services"
kilifi,2022_23,1,Health,General Administration,450199826.0,,False,,Health,General Administration
kilifi,2022_23,1,Health,"Reproductive Maternal Neonatal
Child Adolescent Health",637599129.0,,False,,Health,"Reproductive Maternal Neonatal
Child Adolescent Health"
kilifi,2022_23,1,Public Health,Communicable Disease Control,191205527.0,,False,,Public Health,Communicable Disease Control
kirinyaga,2022_23,1,"Curative and
Rehabilitative
Services",,2064199802.0,416247199.0,False,,"Curative and
Rehabilitative
Services",
kisii,2022_23,1,"County
Health Ser-
vices",medical services,3170643517.0,631178010.0,False,,"County
Health Ser-
vices",medical services
kisii,2022_23,1,"County
Health Ser-
vices",public health,29500000.0,0.0,False,,"County
Health Ser-
vices",public health
kwale,2022_23,1,Medical and Public Health Services,,,,False,,Medical and Public Health Services,
kwale,2022_23,1,Medical and Public Health Services,,,,False,,Medical and Public Health Services,
kwale,2022_23,1,Medical Drugs(0402043060)),,460765641.0,97361442.0,False,,Medical Drugs(0402043060)),
kwale,2022_23,1,Msambweni Hospital (0405013060),,68524755.0,10202495.0,False,,Msambweni Hospital (0405013060),
kwale,2022_23,1,Kinango Hospital(0406013060),,28147000.0,4302003.0,False,,Kinango Hospital(0406013060),
kwale,2022_23,1,Kwale Hospital(0407013060),,36049406.0,2930557.0,False,,Kwale Hospital(0407013060),
kwale,2022_23,1,Tiwi Rural Health Facility(0408013060),,7340000.0,932500.0,False,,Tiwi Rural Health Facility(0408013060),
kwale,2022_23,1,Samburu Hospital(0409013060),,15565000.0,1936711.0,False,,Samburu Hospital(0409013060),
kwale,2022_23,1,Lungalunga Hospital(0410013060),,25449510.0,4269398.0,False,,Lungalunga Hospital(0410013060),
kwale,2022_23,1,Public Health(0401053060),,5839657.0,294250.0,False,,Public Health(0401053060),
kwale,2022_23,1,Rural Health Facilities(0412013060),,321747351.0,6361179.0,False,,Rural Health Facilities(0412013060),
kwale,2022_23,1,Diani Health Centre(0413013060),,2615000.0,,False,,Diani Health Centre(0413013060),
kwale,2022_23,1,Maternal New Born And Child Health(0401023060),,,,False,,Maternal New Born And Child Health(0401023060),
laikipia,2022_23,1,Veterinary Services,"Animal Health and Disease
Management",3500000.0,,False,,Veterinary Services,"Animal Health and Disease
Management"
makueni,2022_23,1,"Programme 2: Curative
health care services","SP2. 1: Curative health care
services",437250000.0,0.0,False,,"Programme 2: Curative
health care services","SP2. 1: Curative health care
services"
makueni,2022_23,1,"Programme 3: Preventive and
promotive health care ser-
vices","SP3. 1: Preventive and pro-
motive health care services",203650000.0,0.0,False,,"Programme 3: Preventive and
promotive health care ser-
vices","SP3. 1: Preventive and pro-
motive health care services"
makueni,2022_23,1,"Programme 3: Preventive and
promotive health care ser-
vices",,3395678197.0,538569143.0,False,,"Programme 3: Preventive and
promotive health care ser-
vices",
meru,2022_23,1,DEPARTMENT: HEALTH SERVICES,,,,False,,DEPARTMENT: HEALTH SERVICES,
meru,2022_23,1,Curative Health,Curative Health,742073703.98,250000.0,False,,Curative Health,Curative Health
meru,2022_23,1,"Preventive and Promotive
Health",Preventive and Promotive Health,216886029.0,250000.0,False,,"Preventive and Promotive
Health",Preventive and Promotive Health
migori,2022_23,1,"General adminis-
tration",Veterinary Public Health management,527303.0,,False,,"General adminis-
tration",Veterinary Public Health management
migori,2022_23,1,Health-Medical services,,,,False,,Health-Medical services,
migori,2022_23,1,"General adminis-
tration","Infrastructure and Health facility man-
agement",53291500.0,,False,,"General adminis-
tration","Infrastructure and Health facility man-
agement"
migori,2022_23,1,"General adminis-
tration","Health standards, quality assurance and
standards",1836000.0,,False,,"General adminis-
tration","Health standards, quality assurance and
standards"
migori,2022_23,1,"Maternal Health
Services",Maternal Health Services,1256000.0,,False,,"Maternal Health
Services",Maternal Health Services
migori,2022_23,1,"Preventive, promo-
tive Health services
and Disease
Control",Human Nutrition and Dietetics,1025000.0,,False,,"Preventive, promo-
tive Health services
and Disease
Control",Human Nutrition and Dietetics
migori,2022_23,1,"Preventive, promo-
tive Health services
and Disease
Control",Malaria,1115000.0,,False,,"Preventive, promo-
tive Health services
and Disease
Control",Malaria
migori,2022_23,1,"Preventive, promo-
tive Health services
and Disease
Control",HIV/AIDS and TB,1585000.0,,False,,"Preventive, promo-
tive Health services
and Disease
Control",HIV/AIDS and TB
migori,2022_23,1,"Preventive, promo-
tive Health services
and Disease
Control","Disease surveillance /Emergency pre-
paredness& response",10145000.0,445500.0,False,,"Preventive, promo-
tive Health services
and Disease
Control","Disease surveillance /Emergency pre-
paredness& response"
migori,2022_23,1,"Preventive, promo-
tive Health services
and Disease
Control",Health promotion & education,775000.0,144883.0,False,,"Preventive, promo-
tive Health services
and Disease
Control",Health promotion & education
migori,2022_23,1,"Preventive, promo-
tive Health services
and Disease
Control","Non-Communicable Diseases, Violence
and Injuries",6760000.0,1987690.0,False,,"Preventive, promo-
tive Health services
and Disease
Control","Non-Communicable Diseases, Violence
and Injuries"
migori,2022_23,1,"Curative, Rehabili-
tative and Referral
services",Hospital Services,3065200.0,533745.0,False,,"Curative, Rehabili-
tative and Referral
services",Hospital Services
migori,2022_23,1,Health - Public health,,,,False,,Health - Public health,
migori,2022_23,1,Health - Public health,,,,False,,Health - Public health,
migori,2022_23,1,"Planning and
administrative
support services",Health management informative system,17615750.0,,False,,"Planning and
administrative
support services",Health management informative system
migori,2022_23,1,"Preventive and
promotive health
services",Community health services,5520000.0,,False,,"Preventive and
promotive health
services",Community health services
migori,2022_23,1,"Preventive and
promotive health
services","Sanitation and environmental health
services",4428000.0,,False,,"Preventive and
promotive health
services","Sanitation and environmental health
services"
migori,2022_23,1,"Preventive and
promotive health
services",Human nutrition and dietetics,2688000.0,,False,,"Preventive and
promotive health
services",Human nutrition and dietetics
migori,2022_23,1,"Preventive and
promotive health
services",HIV and AIDS management,3300000.0,,False,,"Preventive and
promotive health
services",HIV and AIDS management
migori,2022_23,1,"Preventive and
promotive health
services",Disease surveillance,3208000.0,,False,,"Preventive and
promotive health
services",Disease surveillance
migori,2022_23,1,"Preventive and
promotive health
services",Emergency preparedness and response,4500000.0,,False,,"Preventive and
promotive health
services",Emergency preparedness and response
migori,2022_23,1,"Preventive and
promotive health
services",Health promotion,2350000.0,,False,,"Preventive and
promotive health
services",Health promotion
migori,2022_23,1,"Preventive and
promotive health
services",Family& reproductive health,3143000.0,,False,,"Preventive and
promotive health
services",Family& reproductive health
migori,2022_23,1,"Preventive and
promotive health
services",Non-communicable diseases (NCDs),4478000.0,,False,,"Preventive and
promotive health
services",Non-communicable diseases (NCDs)
migori,2022_23,1,"Preventive and
promotive health
services","Maternal child and adolescence health
services",11388000.0,,False,,"Preventive and
promotive health
services","Maternal child and adolescence health
services"
migori,2022_23,1,LINDA MAMA,"Health Centres and dispensaries Linda
Mama reimbursement (140 facilities)",13760000.0,,False,,LINDA MAMA,"Health Centres and dispensaries Linda
Mama reimbursement (140 facilities)"
migori,2022_23,1,LINDA MAMA,"Hospital Linda Mama reimbursement
(14 hospitals)",26500000.0,,False,,LINDA MAMA,"Hospital Linda Mama reimbursement
(14 hospitals)"
migori,2022_23,1,"Curative, rehabili-
tative and referral
services","Pharmaceutical and non-pharmaceuti-
cal commodities",151437385.0,,False,,"Curative, rehabili-
tative and referral
services","Pharmaceutical and non-pharmaceuti-
cal commodities"
migori,2022_23,1,"Curative, rehabili-
tative and referral
services",Emergency and referral services,5556000.0,,False,,"Curative, rehabili-
tative and referral
services",Emergency and referral services
migori,2022_23,1,"Curative, rehabili-
tative and referral
services",Malaria Control,3520000.0,,False,,"Curative, rehabili-
tative and referral
services",Malaria Control
migori,2022_23,1,"Curative, rehabili-
tative and referral
services",Tuberculosis Control,2180000.0,,False,,"Curative, rehabili-
tative and referral
services",Tuberculosis Control
migori,2022_23,1,"Improvement of
Health Infrastruc-
ture at Dispensary
and Health Centre
- Public","Improvement of Health Infrastructure
at Dispensary and Health Centre - Pub-
lic",105050000.0,,False,,"Improvement of
Health Infrastruc-
ture at Dispensary
and Health Centre
- Public","Improvement of Health Infrastructure
at Dispensary and Health Centre - Pub-
lic"
migori,2022_23,1,External Funding,"THS Transforming Health systems Do-
nor Grant",48944473.0,,False,,External Funding,"THS Transforming Health systems Do-
nor Grant"
mombasa,2022_23,1,3017 Health Services,Administration Unit,3034.3,737.8,False,,3017 Health Services,Administration Unit
mombasa,2022_23,1,3017 Health Services,Curative/Clinical Health Services,231.8,171.1,False,,3017 Health Services,Curative/Clinical Health Services
mombasa,2022_23,1,3017 Health Services,"Preventive and Promotive Services
Unit",86.1,0.0,False,,3017 Health Services,"Preventive and Promotive Services
Unit"
mombasa,2022_23,1,3017 Health Services,Special Programs,51.8,0.0,False,,3017 Health Services,Special Programs
nakuru,2022_23,1,Department of Health Services,,,,False,,Department of Health Services,
nakuru,2022_23,1,"Programme 1:
Administration and
Planning","SP 1.5: Health Infrastructure
and Development",2500000.0,,False,,"Programme 1:
Administration and
Planning","SP 1.5: Health Infrastructure
and Development"
nakuru,2022_23,1,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:1: Primary Health Care,401799925.0,,False,,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:1: Primary Health Care
nakuru,2022_23,1,"Programme 2: Health
Preventive and Pro-
motive Services","SP 2.2: Environmental
Health and Sanitation",2000000.0,,False,,"Programme 2: Health
Preventive and Pro-
motive Services","SP 2.2: Environmental
Health and Sanitation"
nakuru,2022_23,1,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:3: Human Resource,1724215259.0,352742694.0,False,,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:3: Human Resource
nakuru,2022_23,1,"Programme 2: Health
Preventive and Pro-
motive Services","SP 2.4: Disease Surveillance
and Emergency Response",1897550.0,,False,,"Programme 2: Health
Preventive and Pro-
motive Services","SP 2.4: Disease Surveillance
and Emergency Response"
nakuru,2022_23,1,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2.5: Health Promotive,1000000.0,,False,,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2.5: Health Promotive
nakuru,2022_23,1,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:6: HIV Programme,2000000.0,,False,,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:6: HIV Programme
nakuru,2022_23,1,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:7: Nutrition,10000000.0,,False,,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:7: Nutrition
nakuru,2022_23,1,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:8 Reproductive Health,1750000.0,,False,,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:8 Reproductive Health
nakuru,2022_23,1,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:9 Immunization,1825775.0,,False,,"Programme 2: Health
Preventive and Pro-
motive Services",SP 2:9 Immunization
nakuru,2022_23,1,"Programme 3: Health
Curative and Reha-
bilitative Services","SP 3:1: Provision of Essential
Health Services in all levels",1627210664.0,263977721.0,False,,"Programme 3: Health
Curative and Reha-
bilitative Services","SP 3:1: Provision of Essential
Health Services in all levels"
nakuru,2022_23,1,"Programme 3: Health
Curative and Reha-
bilitative Services","SP 3.2: Elimination of
communicable and non-
communicable diseases",2200000.0,,False,,"Programme 3: Health
Curative and Reha-
bilitative Services","SP 3.2: Elimination of
communicable and non-
communicable diseases"
nakuru,2022_23,1,"Programme 3: Health
Curative and Reha-
bilitative Services",SP 3:3: Human Resource,2376820332.0,574706434.0,False,,"Programme 3: Health
Curative and Reha-
bilitative Services",SP 3:3: Human Resource
narok,2022_23,1,103004610.0,"Health- Medical Ser-
vices",3419311816.0,893424245.0,False,,103004610.0,"Health- Medical Ser-
vices"
narok,2022_23,1,401004610.0,"Preventive &Promotive
Health Services",981400000.0,205189234.8,False,,401004610.0,"Preventive &Promotive
Health Services"
narok,2022_23,1,403004610.0,Public Health,343898184.0,28786446.0,False,,403004610.0,Public Health
narok,2022_23,1,402004610.0,"Curative Health Ser-
vices",343898184.0,28786446.0,False,,402004610.0,"Curative Health Ser-
vices"
nyamira,2022_23,1,Curative health services,,,,False,,Curative health services,
nyamira,2022_23,1,Curative health services,,,,False,,Curative health services,
nyamira,2022_23,1,Curative health services,,,,False,,Curative health services,
nyandarua,2022_23,1,"Preventive and Promotive
Services",Preventive and Promotive Services,9250000.0,172400.0,False,,"Preventive and Promotive
Services",Preventive and Promotive Services
nyandarua,2022_23,1,Curative Services,Curative Services,250452000.0,53791757.0,False,,Curative Services,Curative Services
nyandarua,2022_23,1,Curative Services,universal health care and grants,191381098.0,12668506.0,False,,Curative Services,universal health care and grants
nyeri,2022_23,1,Health Services,,,,False,,Health Services,
nyeri,2022_23,1,Rural Health,,24091379.0,,False,,Rural Health,
nyeri,2022_23,1,Rural Health,,2573523852.0,537138223.0,False,,Rural Health,
samburu,2022_23,1,DEPARTMENT: COUNTY HEALTH SERVICES,,,,False,,DEPARTMENT: COUNTY HEALTH SERVICES,
samburu,2022_23,1,401004217,Health Promotive Services,133166185.0,21201323.0,False,,401004217,Health Promotive Services
samburu,2022_23,1,401004217,Maternal Health Services,54089842.0,12018751.0,False,,401004217,Maternal Health Services
samburu,2022_23,1,402004217,"Provision of Essential Health Ser-
vices In All The Levels",24914162.0,3639717.0,False,,402004217,"Provision of Essential Health Ser-
vices In All The Levels"
samburu,2022_23,1,402004217,Free Primary Healthcare,166482850.0,3546099.0,False,,402004217,Free Primary Healthcare
samburu,2022_23,1,403004217,Health Infrastructure development,8788504.0,,False,,403004217,Health Infrastructure development
samburu,2022_23,1,403004217,Human Resources for health,68988943.0,13332723.0,False,,403004217,Human Resources for health
samburu,2022_23,1,403004217,"Health Policy, Planning & Financ-
ing",291852229.0,2165880.0,False,,403004217,"Health Policy, Planning & Financ-
ing"
samburu,2022_23,1,403004217,"Health Standards and Quality As-
surance Services",81060204.0,19359485.0,False,,403004217,"Health Standards and Quality As-
surance Services"
siaya,2022_23,1,County Health Services,,,,False,,County Health Services,
siaya,2022_23,1,"Health
Services","General
Administration
and Planning",769899353.0,1500000.0,False,,"Health
Services","General
Administration
and Planning"
siaya,2022_23,1,"Health
Services","Curative healthcare
services",51941624.5,14718491.8,False,,"Health
Services","Curative healthcare
services"
siaya,2022_23,1,"Health
Services","Preventive, Promo-
tive and Rehabili-
tative",43077948.0,17678974.0,False,,"Health
Services","Preventive, Promo-
tive and Rehabili-
tative"
siaya,2022_23,1,"Health
Services","Facility Improve-
ment Fund",51250350.0,1250000.0,False,,"Health
Services","Facility Improve-
ment Fund"
siaya,2022_23,1,"Health
Services",HIV Services,11744270.0,30268.0,False,,"Health
Services",HIV Services
siaya,2022_23,1,"Health
Services",TB Services,38223375.5,,False,,"Health
Services",TB Services
siaya,2022_23,1,"Health
Services",Nutrition Services,30289268.0,607267.0,False,,"Health
Services",Nutrition Services
siaya,2022_23,1,"Health
Services","Environmental
Health Services",25079058.0,850000.0,False,,"Health
Services","Environmental
Health Services"
tharaka,2022_23,1,Medical Services,,,,False,,Medical Services,
tharaka,2022_23,1,"Curative and Rehabilitative
Services",Laboratory Services,45000000.0,462600.0,False,,"Curative and Rehabilitative
Services",Laboratory Services
tharaka,2022_23,1,"Curative and Rehabilitative
Services",Medical Supplies,173000000.0,26553727.0,False,,"Curative and Rehabilitative
Services",Medical Supplies
tharaka,2022_23,1,Public Health and Sanitation,,,,False,,Public Health and Sanitation,
tharaka,2022_23,1,"Preventive and Promotive Health
Services",Disease Surveillance,6000000.0,,False,,"Preventive and Promotive Health
Services",Disease Surveillance
tharaka,2022_23,1,"Preventive and Promotive Health
Services",Environmental Health Services,32987000.0,,False,,"Preventive and Promotive Health
Services",Environmental Health Services
tharaka,2022_23,1,"Preventive and Promotive Health
Services","Health Promotion and Disease
Control",414321272.0,85199359.0,False,,"Preventive and Promotive Health
Services","Health Promotion and Disease
Control"
tharaka,2022_23,1,"Preventive and Promotive Health
Services","HIV and AIDS Support Ser-
vices",3900000.0,,False,,"Preventive and Promotive Health
Services","HIV and AIDS Support Ser-
vices"
tharaka,2022_23,1,"Preventive and Promotive Health
Services","Reproductive Maternal and
Child Health Services",2500000.0,,False,,"Preventive and Promotive Health
Services","Reproductive Maternal and
Child Health Services"
tharaka,2022_23,1,"Preventive and Promotive Health
Services",,459708272.0,85199359.0,False,,"Preventive and Promotive Health
Services",
trans,2022_23,1,Sp1.1,"Preventive Health
Services",607889496.0,,False,,Sp1.1,"Preventive Health
Services"
turkana,2022_23,1,"Turkana Water
Programme
Joint planning
with stakeholders
Irrigation and
Schemes Develop-
ment Programme
General Admin-
istration and
Support
Health & Sanita-
tion Services
General Adminis-
tration, Planning
and support
services
Support to Health
Programs
Laboratory Ser-
vices","General Adminis-
tration, Planning
and support ser-
vices",20000000.0,,False,,"Turkana Water
Programme
Joint planning
with stakeholders
Irrigation and
Schemes Develop-
ment Programme
General Admin-
istration and
Support
Health & Sanita-
tion Services
General Adminis-
tration, Planning
and support
services
Support to Health
Programs
Laboratory Ser-
vices","General Adminis-
tration, Planning
and support ser-
vices"
turkana,2022_23,1,"Turkana Water
Programme
Joint planning
with stakeholders
Irrigation and
Schemes Develop-
ment Programme
General Admin-
istration and
Support
Health & Sanita-
tion Services
General Adminis-
tration, Planning
and support
services
Support to Health
Programs
Laboratory Ser-
vices","Construction and
Desilting of Water
Pans/Rock Catch-
ment",55000000.0,,False,,"Turkana Water
Programme
Joint planning
with stakeholders
Irrigation and
Schemes Develop-
ment Programme
General Admin-
istration and
Support
Health & Sanita-
tion Services
General Adminis-
tration, Planning
and support
services
Support to Health
Programs
Laboratory Ser-
vices","Construction and
Desilting of Water
Pans/Rock Catch-
ment"
